feature_row_0based,sample_id,official_word_index,official_word,text_char_start_0based,text_char_end_exclusive,bert_token_positions_0based,bert_wordpieces,bert_subword_count,text_feature_valid_mask,final_primary_start_time_wav_s,final_primary_end_time_wav_s,final_primary_valid_mask,timestamp_status
1453,-6rXp3zJ3kc$_$8,30,stock,135,140,31,stock,1,1,10.09000015258789,10.479999542236328,1,mfa_primary_unique_word_overlap_auto_qc_pass
1454,-6rXp3zJ3kc$_$8,31,that's,141,147,32;33;34,that ' s,3,1,10.479999542236328,10.760000228881836,1,mfa_primary_unique_word_overlap_auto_qc_pass
1455,-6rXp3zJ3kc$_$8,32,ultimately,148,158,35,ultimately,1,1,10.760000228881836,11.359999656677246,1,mfa_primary_unique_word_overlap_auto_qc_pass
1456,-6rXp3zJ3kc$_$8,33,lost,159,163,36,lost,1,1,11.359999656677246,11.739999771118164,1,mfa_primary_unique_word_overlap_auto_qc_pass
1457,-6rXp3zJ3kc$_$8,34,value,164,169,37,value,1,1,11.739999771118164,12.239999771118164,1,mfa_primary_unique_word_overlap_auto_qc_pass
1458,-9y-fZ3swSY$_$0,1,is,0,2,1,is,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1459,-9y-fZ3swSY$_$0,2,you,4,7,3,you,1,1,0.18000000715255737,0.25,1,mfa_primary_unique_word_overlap_auto_qc_pass
1460,-9y-fZ3swSY$_$0,3,can,8,11,4,can,1,1,0.25,0.4099999964237213,1,mfa_primary_unique_word_overlap_auto_qc_pass
1461,-9y-fZ3swSY$_$0,4,say,12,15,5,say,1,1,0.4099999964237213,0.6700000166893005,1,mfa_primary_unique_word_overlap_auto_qc_pass
1462,-9y-fZ3swSY$_$0,5,hey,17,20,7,hey,1,1,0.6700000166893005,1.1799999475479126,1,mfa_primary_unique_word_overlap_auto_qc_pass
1463,-9y-fZ3swSY$_$0,6,I,21,22,8,i,1,1,1.899999976158142,1.9700000286102295,1,mfa_primary_unique_word_overlap_auto_qc_pass
1464,-9y-fZ3swSY$_$0,7,really,23,29,9,really,1,1,1.9700000286102295,2.3499999046325684,1,mfa_primary_unique_word_overlap_auto_qc_pass
1465,-9y-fZ3swSY$_$0,8,like,30,34,10,like,1,1,2.3499999046325684,2.7799999713897705,1,mfa_primary_unique_word_overlap_auto_qc_pass
1466,-9y-fZ3swSY$_$0,9,baby,35,39,11,baby,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1467,-9y-fZ3swSY$_$0,10,skin,40,44,12,skin,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1468,-9y-fZ3swSY$_$0,11,they,46,50,14,they,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1469,-9y-fZ3swSY$_$0,12,are,51,54,15,are,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1470,-9y-fZ3swSY$_$0,13,so,55,57,16,so,1,1,3.7699999809265137,4.039999961853027,1,mfa_primary_unique_word_overlap_auto_qc_pass
1471,-9y-fZ3swSY$_$0,14,soft,58,62,17,soft,1,1,4.039999961853027,4.639999866485596,1,mfa_primary_unique_word_overlap_auto_qc_pass
1472,-9y-fZ3swSY$_$0,15,they,64,68,19,they,1,1,4.639999866485596,4.710000038146973,1,mfa_primary_unique_word_overlap_auto_qc_pass
1473,-9y-fZ3swSY$_$0,16,don't,69,74,20;21;22,don ' t,3,1,4.710000038146973,4.940000057220459,1,mfa_primary_unique_word_overlap_auto_qc_pass
1474,-9y-fZ3swSY$_$0,17,have,75,79,23,have,1,1,4.940000057220459,5.260000228881836,1,mfa_primary_unique_word_overlap_auto_qc_pass
1475,-9y-fZ3swSY$_$0,18,any,80,83,24,any,1,1,5.260000228881836,5.449999809265137,1,mfa_primary_unique_word_overlap_auto_qc_pass
1476,-9y-fZ3swSY$_$0,19,hair,84,88,25,hair,1,1,5.449999809265137,5.739999771118164,1,mfa_primary_unique_word_overlap_auto_qc_pass
1477,-9y-fZ3swSY$_$0,20,on,89,91,26,on,1,1,5.739999771118164,5.820000171661377,1,mfa_primary_unique_word_overlap_auto_qc_pass
1478,-9y-fZ3swSY$_$0,21,their,92,97,27,their,1,1,5.820000171661377,5.940000057220459,1,mfa_primary_unique_word_overlap_auto_qc_pass
1479,-9y-fZ3swSY$_$0,22,face,98,102,28,face,1,1,5.940000057220459,6.269999980926514,1,mfa_primary_unique_word_overlap_auto_qc_pass
1480,-9y-fZ3swSY$_$4,1,I've,0,4,1;2;3,i ' ve,3,1,0.30000001192092896,0.5299999713897705,1,mfa_primary_exact_transcript_auto_qc_pass
1481,-9y-fZ3swSY$_$4,2,seen,5,9,4,seen,1,1,0.5299999713897705,0.75,1,mfa_primary_exact_transcript_auto_qc_pass
1482,-9y-fZ3swSY$_$4,3,this,10,14,5,this,1,1,0.75,0.949999988079071,1,mfa_primary_exact_transcript_auto_qc_pass
1483,-9y-fZ3swSY$_$4,4,in,15,17,6,in,1,1,0.949999988079071,1.1399999856948853,1,mfa_primary_exact_transcript_auto_qc_pass
1484,-9y-fZ3swSY$_$4,5,US,18,20,7,us,1,1,1.1399999856948853,1.649999976158142,1,mfa_primary_exact_transcript_auto_qc_pass
1485,-9y-fZ3swSY$_$4,6,or,21,23,8,or,1,1,1.7599999904632568,1.899999976158142,1,mfa_primary_exact_transcript_auto_qc_pass
1486,-9y-fZ3swSY$_$4,7,in,24,26,9,in,1,1,1.899999976158142,2.0299999713897705,1,mfa_primary_exact_transcript_auto_qc_pass
1487,-9y-fZ3swSY$_$4,8,the,27,30,10,the,1,1,2.0299999713897705,2.109999895095825,1,mfa_primary_exact_transcript_auto_qc_pass
1488,-9y-fZ3swSY$_$4,9,US,31,33,11,us,1,1,2.109999895095825,2.630000114440918,1,mfa_primary_exact_transcript_auto_qc_pass
1489,-9y-fZ3swSY$_$8,1,That's,0,6,1;2;3,that ' s,3,1,0.27000001072883606,0.4699999988079071,1,mfa_primary_unique_word_overlap_auto_qc_pass
1490,-9y-fZ3swSY$_$8,2,a,7,8,4,a,1,1,0.5299999713897705,0.6200000047683716,1,mfa_primary_unique_word_overlap_auto_qc_pass
1491,-9y-fZ3swSY$_$8,3,more,9,13,5,more,1,1,0.8899999856948853,1.2000000476837158,1,mfa_primary_unique_word_overlap_auto_qc_pass
1492,-9y-fZ3swSY$_$8,4,decent,14,20,6,decent,1,1,1.3300000429153442,1.8300000429153442,1,mfa_primary_unique_word_overlap_auto_qc_pass
1493,-9y-fZ3swSY$_$8,5,and,21,24,7,and,1,1,2.0899999141693115,2.180000066757202,1,mfa_primary_unique_word_overlap_auto_qc_pass
1494,-9y-fZ3swSY$_$8,6,more,25,29,8,more,1,1,2.180000066757202,2.3299999237060547,1,mfa_primary_unique_word_overlap_auto_qc_pass
1495,-9y-fZ3swSY$_$8,7,polite,30,36,9,polite,1,1,2.3299999237060547,2.859999895095825,1,mfa_primary_unique_word_overlap_auto_qc_pass
1496,-9y-fZ3swSY$_$8,8,way,37,40,10,way,1,1,2.859999895095825,3.130000114440918,1,mfa_primary_unique_word_overlap_auto_qc_pass
1497,-9y-fZ3swSY$_$8,9,to,41,43,11,to,1,1,3.1700000762939453,3.259999990463257,1,mfa_primary_unique_word_overlap_auto_qc_pass
1498,-9y-fZ3swSY$_$8,10,call,44,48,12,call,1,1,3.259999990463257,3.7100000381469727,1,mfa_primary_unique_word_overlap_auto_qc_pass
1499,-9y-fZ3swSY$_$8,11,a,49,50,13,a,1,1,3.990000009536743,4.050000190734863,1,mfa_primary_unique_word_overlap_auto_qc_pass
1500,-9y-fZ3swSY$_$8,12,lady,51,55,14,lady,1,1,4.050000190734863,4.460000038146973,1,mfa_primary_unique_word_overlap_auto_qc_pass
1501,-AUZQgSxyPQ$_$2,1,The,0,3,1,the,1,1,0.49000000953674316,0.5699999928474426,1,mfa_primary_unique_word_overlap_auto_qc_pass
1502,-AUZQgSxyPQ$_$2,2,perfect,4,11,2,perfect,1,1,0.5699999928474426,0.949999988079071,1,mfa_primary_unique_word_overlap_auto_qc_pass
1503,-AUZQgSxyPQ$_$2,3,soul,12,16,3,soul,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1504,-AUZQgSxyPQ$_$2,4,mate,17,21,4,mate,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1505,-AUZQgSxyPQ$_$2,5,to,22,24,5,to,1,1,1.590000033378601,1.659999966621399,1,mfa_primary_unique_word_overlap_auto_qc_pass
1506,-AUZQgSxyPQ$_$2,6,the,25,28,6,the,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1507,-AUZQgSxyPQ$_$2,7,Clarisonic,29,39,7;8;9,cl ##aris ##onic,3,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1508,-AUZQgSxyPQ$_$2,8,Spot,40,44,10,spot,1,1,3.009999990463257,3.450000047683716,1,mfa_primary_unique_word_overlap_auto_qc_pass
1509,-AUZQgSxyPQ$_$2,9,Therapy,45,52,11,therapy,1,1,3.450000047683716,4.0,1,mfa_primary_unique_word_overlap_auto_qc_pass
1510,-AUZQgSxyPQ$_$2,10,Brush,53,58,12,brush,1,1,4.0,4.440000057220459,1,mfa_primary_unique_word_overlap_auto_qc_pass
1511,-AUZQgSxyPQ$_$2,11,this,60,64,14,this,1,1,4.949999809265137,5.119999885559082,1,mfa_primary_unique_word_overlap_auto_qc_pass
1512,-AUZQgSxyPQ$_$2,12,gentle,65,71,15,gentle,1,1,5.119999885559082,5.699999809265137,1,mfa_primary_unique_word_overlap_auto_qc_pass
1513,-AUZQgSxyPQ$_$2,13,Ph,73,75,17,ph,1,1,5.760000228881836,6.170000076293945,1,mfa_primary_unique_word_overlap_auto_qc_pass
1514,-AUZQgSxyPQ$_$2,14,balanced,76,84,18,balanced,1,1,6.170000076293945,6.619999885559082,1,mfa_primary_unique_word_overlap_auto_qc_pass
1515,-AUZQgSxyPQ$_$2,15,and,85,88,19,and,1,1,6.619999885559082,6.820000171661377,1,mfa_primary_unique_word_overlap_auto_qc_pass
1516,-AUZQgSxyPQ$_$2,16,hydrating,89,98,20;21,hydra ##ting,2,1,6.820000171661377,7.659999847412109,1,mfa_primary_unique_word_overlap_auto_qc_pass
1517,-AUZQgSxyPQ$_$2,17,exfoliant,99,108,22;23;24,ex ##folia ##nt,3,1,7.659999847412109,8.260000228881836,1,mfa_primary_unique_word_overlap_auto_qc_pass
1518,-AUZQgSxyPQ$_$2,18,containing,109,119,25,containing,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1519,-AUZQgSxyPQ$_$2,19,jojoba,120,126,26;27;28,jo ##jo ##ba,3,1,9.1899995803833,10.289999961853027,1,mfa_primary_unique_word_overlap_auto_qc_pass
1520,-AUZQgSxyPQ$_$2,20,and,127,130,29,and,1,1,10.289999961853027,10.390000343322754,1,mfa_primary_unique_word_overlap_auto_qc_pass
1521,-AUZQgSxyPQ$_$2,21,acai,131,135,30;31,ac ##ai,2,1,10.390000343322754,10.930000305175781,1,mfa_primary_unique_word_overlap_auto_qc_pass
1522,-AUZQgSxyPQ$_$2,22,fruit,136,141,32,fruit,1,1,10.930000305175781,11.399999618530273,1,mfa_primary_unique_word_overlap_auto_qc_pass
1523,-AUZQgSxyPQ$_$2,23,oils,142,146,33,oils,1,1,11.399999618530273,11.8100004196167,1,mfa_primary_unique_word_overlap_auto_qc_pass
1524,-AUZQgSxyPQ$_$2,24,and,147,150,34,and,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1525,-AUZQgSxyPQ$_$2,25,bamboo,151,157,35,bamboo,1,1,12.680000305175781,13.239999771118164,1,mfa_primary_unique_word_overlap_auto_qc_pass
1526,-AUZQgSxyPQ$_$2,26,and,158,161,36,and,1,1,13.5,13.739999771118164,1,mfa_primary_unique_word_overlap_auto_qc_pass
1527,-AUZQgSxyPQ$_$2,27,prickly,162,169,37;38,prick ##ly,2,1,13.739999771118164,14.069999694824219,1,mfa_primary_unique_word_overlap_auto_qc_pass
1528,-AUZQgSxyPQ$_$2,28,bear,170,174,39,bear,1,1,14.069999694824219,14.470000267028809,1,mfa_primary_unique_word_overlap_auto_qc_pass
1529,-AUZQgSxyPQ$_$2,29,extracts,175,183,40,extracts,1,1,14.5600004196167,15.220000267028809,1,mfa_primary_unique_word_overlap_auto_qc_pass
1530,-AUZQgSxyPQ$_$2,30,deliver,184,191,41,deliver,1,1,15.890000343322754,16.329999923706055,1,mfa_primary_unique_word_overlap_auto_qc_pass
1531,-AUZQgSxyPQ$_$2,31,intense,192,199,42,intense,1,1,16.329999923706055,16.8700008392334,1,mfa_primary_unique_word_overlap_auto_qc_pass
1532,-AUZQgSxyPQ$_$2,32,healing,200,207,43,healing,1,1,16.8700008392334,17.350000381469727,1,mfa_primary_unique_word_overlap_auto_qc_pass
1533,-AUZQgSxyPQ$_$2,33,while,209,214,45,while,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
1534,-AUZQgSxyPQ$_$2,34,smooth,215,221,46,smooth,1,1,18.0,18.440000534057617,1,mfa_primary_unique_word_overlap_auto_qc_pass
1535,-AUZQgSxyPQ$_$2,35,granules,222,230,47;48,gran ##ules,2,1,18.440000534057617,18.940000534057617,1,mfa_primary_unique_word_overlap_auto_qc_pass
1536,-AUZQgSxyPQ$_$2,36,buff,231,235,49,buff,1,1,18.940000534057617,19.290000915527344,1,mfa_primary_unique_word_overlap_auto_qc_pass
1537,-AUZQgSxyPQ$_$2,37,away,236,240,50,away,1,1,19.290000915527344,19.739999771118164,1,mfa_primary_unique_word_overlap_auto_qc_pass
1538,-AUZQgSxyPQ$_$2,38,dead,241,245,51,dead,1,1,20.110000610351562,20.40999984741211,1,mfa_primary_unique_word_overlap_auto_qc_pass
1539,-AUZQgSxyPQ$_$2,39,dry,247,250,53,dry,1,1,20.690000534057617,21.059999465942383,1,mfa_primary_unique_word_overlap_auto_qc_pass
1540,-AUZQgSxyPQ$_$2,40,skin,251,255,54,skin,1,1,21.15999984741211,21.459999084472656,1,mfa_primary_unique_word_overlap_auto_qc_pass
1541,-AUZQgSxyPQ$_$2,41,cells,256,261,55,cells,1,1,21.459999084472656,21.8799991607666,1,mfa_primary_unique_word_overlap_auto_qc_pass
1542,-HeZS2-Prhc$_$2,1,The,0,3,1,the,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
1543,-HeZS2-Prhc$_$2,2,August,4,10,2,august,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
1544,-HeZS2-Prhc$_$2,3,jobs,11,15,3,jobs,1,1,2.299999952316284,2.680000066757202,1,mfa_primary_unique_word_overlap_auto_qc_pass
1545,-HeZS2-Prhc$_$2,4,report,16,22,4,report,1,1,2.680000066757202,3.0299999713897705,1,mfa_primary_unique_word_overlap_auto_qc_pass
1546,-HeZS2-Prhc$_$2,5,is,23,25,5,is,1,1,3.0299999713897705,3.1700000762939453,1,mfa_primary_unique_word_overlap_auto_qc_pass
1547,-HeZS2-Prhc$_$2,6,out,26,29,6,out,1,1,3.1700000762939453,3.490000009536743,1,mfa_primary_unique_word_overlap_auto_qc_pass
1548,-HeZS2-Prhc$_$2,7,and,30,33,7,and,1,1,3.630000114440918,4.090000152587891,1,mfa_primary_unique_word_overlap_auto_qc_pass
1549,-HeZS2-Prhc$_$2,8,it,34,36,8,it,1,1,4.139999866485596,4.28000020980835,1,mfa_primary_unique_word_overlap_auto_qc_pass
1550,-HeZS2-Prhc$_$2,9,was,37,40,9,was,1,1,4.28000020980835,4.420000076293945,1,mfa_primary_unique_word_overlap_auto_qc_pass
1551,-HeZS2-Prhc$_$2,10,seen,41,45,10,seen,1,1,4.420000076293945,4.880000114440918,1,mfa_primary_unique_word_overlap_auto_qc_pass
1552,-HeZS2-Prhc$_$2,11,overall,46,53,11,overall,1,1,5.119999885559082,5.809999942779541,1,mfa_primary_unique_word_overlap_auto_qc_pass
1553,-HeZS2-Prhc$_$2,12,as,54,56,12,as,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1554,-HeZS2-Prhc$_$2,13,solid,57,62,13,solid,1,1,6.230000019073486,6.789999961853027,1,mfa_primary_unique_word_overlap_auto_qc_pass
1555,-HeZS2-Prhc$_$2,14,but,63,66,14,but,1,1,6.789999961853027,7.010000228881836,1,mfa_primary_unique_word_overlap_auto_qc_pass
1556,-HeZS2-Prhc$_$2,15,not,67,70,15,not,1,1,7.010000228881836,7.289999961853027,1,mfa_primary_unique_word_overlap_auto_qc_pass
1557,-HeZS2-Prhc$_$2,16,great,71,76,16,great,1,1,7.289999961853027,7.730000019073486,1,mfa_primary_unique_word_overlap_auto_qc_pass
1558,-MeTTeMJBNc$_$0,1,Okay,0,4,1,okay,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
1559,-MeTTeMJBNc$_$0,2,what,6,10,3,what,1,1,1.350000023841858,1.5399999618530273,1,mfa_primary_exact_transcript_auto_qc_pass
1560,-MeTTeMJBNc$_$0,3,happens,11,18,4,happens,1,1,1.5399999618530273,2.130000114440918,1,mfa_primary_exact_transcript_auto_qc_pass
1561,-MeTTeMJBNc$_$0,4,at,19,21,5,at,1,1,2.130000114440918,2.319999933242798,1,mfa_primary_exact_transcript_auto_qc_pass
1562,-MeTTeMJBNc$_$0,5,this,22,26,6,this,1,1,2.319999933242798,2.609999895095825,1,mfa_primary_exact_transcript_auto_qc_pass
1563,-MeTTeMJBNc$_$0,6,point,27,32,7,point,1,1,2.609999895095825,2.9800000190734863,1,mfa_primary_exact_transcript_auto_qc_pass
1564,-MeTTeMJBNc$_$0,7,after,33,38,8,after,1,1,3.049999952316284,3.4100000858306885,1,mfa_primary_exact_transcript_auto_qc_pass
1565,-MeTTeMJBNc$_$0,8,we've,39,44,9;10;11,we ' ve,3,1,3.4100000858306885,3.6600000858306885,1,mfa_primary_exact_transcript_auto_qc_pass
1566,-MeTTeMJBNc$_$0,9,taken,45,50,12,taken,1,1,3.6600000858306885,4.050000190734863,1,mfa_primary_exact_transcript_auto_qc_pass
1567,-MeTTeMJBNc$_$0,10,this,51,55,13,this,1,1,4.050000190734863,4.369999885559082,1,mfa_primary_exact_transcript_auto_qc_pass
1568,-MeTTeMJBNc$_$0,11,brief,56,61,14,brief,1,1,4.369999885559082,4.789999961853027,1,mfa_primary_exact_transcript_auto_qc_pass
1569,-MeTTeMJBNc$_$0,12,walk,62,66,15,walk,1,1,4.789999961853027,5.239999771118164,1,mfa_primary_exact_transcript_auto_qc_pass
1570,-MeTTeMJBNc$_$0,13,down,67,71,16,down,1,1,5.239999771118164,5.550000190734863,1,mfa_primary_exact_transcript_auto_qc_pass
1571,-MeTTeMJBNc$_$0,14,memory,72,78,17,memory,1,1,5.550000190734863,5.900000095367432,1,mfa_primary_exact_transcript_auto_qc_pass
1572,-MeTTeMJBNc$_$0,15,lane,79,83,18,lane,1,1,5.900000095367432,6.400000095367432,1,mfa_primary_exact_transcript_auto_qc_pass
1573,-MeTTeMJBNc$_$0,16,is,85,87,20,is,1,1,6.769999980926514,6.949999809265137,1,mfa_primary_exact_transcript_auto_qc_pass
1574,-MeTTeMJBNc$_$0,17,the,88,91,21,the,1,1,6.949999809265137,7.03000020980835,1,mfa_primary_exact_transcript_auto_qc_pass
1575,-MeTTeMJBNc$_$0,18,presentation,92,104,22,presentation,1,1,7.03000020980835,7.889999866485596,1,mfa_primary_exact_transcript_auto_qc_pass
1576,-MeTTeMJBNc$_$0,19,of,105,107,23,of,1,1,7.889999866485596,8.050000190734863,1,mfa_primary_exact_transcript_auto_qc_pass
1577,-MeTTeMJBNc$_$0,20,the,108,111,24,the,1,1,8.050000190734863,8.130000114440918,1,mfa_primary_exact_transcript_auto_qc_pass
1578,-MeTTeMJBNc$_$0,21,gift,112,116,25,gift,1,1,8.130000114440918,8.770000457763672,1,mfa_primary_exact_transcript_auto_qc_pass
1579,-MeTTeMJBNc$_$13,1,It,0,2,1,it,1,1,0.20000000298023224,0.4099999964237213,1,mfa_primary_unique_word_overlap_auto_qc_pass
1580,-MeTTeMJBNc$_$13,2,just,3,7,2,just,1,1,1.0199999809265137,1.440000057220459,1,mfa_primary_unique_word_overlap_auto_qc_pass
1581,-MeTTeMJBNc$_$13,3,needs,8,13,3,needs,1,1,1.440000057220459,1.6799999475479126,1,mfa_primary_unique_word_overlap_auto_qc_pass
1582,-MeTTeMJBNc$_$13,4,to,14,16,4,to,1,1,1.6799999475479126,1.7899999618530273,1,mfa_primary_unique_word_overlap_auto_qc_pass
1583,-MeTTeMJBNc$_$13,5,be,17,19,5,be,1,1,1.7899999618530273,1.940000057220459,1,mfa_primary_unique_word_overlap_auto_qc_pass
1584,-MeTTeMJBNc$_$13,6,a,20,21,6,a,1,1,1.940000057220459,2.0299999713897705,1,mfa_primary_unique_word_overlap_auto_qc_pass
1585,-MeTTeMJBNc$_$13,7,simple,22,28,7,simple,1,1,2.0299999713897705,2.549999952316284,1,mfa_primary_unique_word_overlap_auto_qc_pass
1586,-MeTTeMJBNc$_$13,8,statement,29,38,8,statement,1,1,2.549999952316284,3.2300000190734863,1,mfa_primary_unique_word_overlap_auto_qc_pass
1587,-MeTTeMJBNc$_$13,9,and,40,43,10,and,1,1,3.559999942779541,3.700000047683716,1,mfa_primary_unique_word_overlap_auto_qc_pass
1588,-MeTTeMJBNc$_$13,10,then,44,48,11,then,1,1,3.700000047683716,3.809999942779541,1,mfa_primary_unique_word_overlap_auto_qc_pass
1589,-MeTTeMJBNc$_$13,11,you,49,52,12,you,1,1,3.809999942779541,3.890000104904175,1,mfa_primary_unique_word_overlap_auto_qc_pass
1590,-MeTTeMJBNc$_$13,12,present,53,60,13,present,1,1,3.890000104904175,4.380000114440918,1,mfa_primary_unique_word_overlap_auto_qc_pass
1591,-MeTTeMJBNc$_$13,13,the,61,64,14,the,1,1,4.380000114440918,4.440000057220459,1,mfa_primary_unique_word_overlap_auto_qc_pass
1592,-MeTTeMJBNc$_$13,14,gift,65,69,15,gift,1,1,4.440000057220459,4.989999771118164,1,mfa_primary_unique_word_overlap_auto_qc_pass
1593,-MeTTeMJBNc$_$7,1,Maybe,0,5,1,maybe,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
1594,-MeTTeMJBNc$_$7,2,you,6,9,2,you,1,1,0.7300000190734863,0.9100000262260437,1,mfa_primary_unique_word_overlap_auto_qc_pass
1595,-MeTTeMJBNc$_$7,3,could,10,15,3,could,1,1,0.9100000262260437,1.1799999475479126,1,mfa_primary_unique_word_overlap_auto_qc_pass
1596,-MeTTeMJBNc$_$7,4,find,16,20,4,find,1,1,1.1799999475479126,1.8899999856948853,1,mfa_primary_unique_word_overlap_auto_qc_pass
1597,-MeTTeMJBNc$_$7,5,a,21,22,5,a,1,1,1.8899999856948853,1.940000057220459,1,mfa_primary_unique_word_overlap_auto_qc_pass
1598,-MeTTeMJBNc$_$7,6,picture,23,30,6,picture,1,1,1.940000057220459,2.4000000953674316,1,mfa_primary_unique_word_overlap_auto_qc_pass
1599,-MeTTeMJBNc$_$7,7,of,31,33,7,of,1,1,2.4000000953674316,2.549999952316284,1,mfa_primary_unique_word_overlap_auto_qc_pass
1600,-MeTTeMJBNc$_$7,8,the,34,37,8,the,1,1,2.549999952316284,2.619999885559082,1,mfa_primary_unique_word_overlap_auto_qc_pass
1601,-MeTTeMJBNc$_$7,9,couple,38,44,9,couple,1,1,2.619999885559082,3.059999942779541,1,mfa_primary_unique_word_overlap_auto_qc_pass
1602,-MeTTeMJBNc$_$7,10,from,45,49,10,from,1,1,3.059999942779541,3.5899999141693115,1,mfa_primary_unique_word_overlap_auto_qc_pass
1603,-MeTTeMJBNc$_$7,11,their,50,55,11,their,1,1,3.680000066757202,3.8399999141693115,1,mfa_primary_unique_word_overlap_auto_qc_pass
1604,-MeTTeMJBNc$_$7,12,wedding,56,63,12,wedding,1,1,3.8399999141693115,4.480000019073486,1,mfa_primary_unique_word_overlap_auto_qc_pass
1605,-MeTTeMJBNc$_$7,13,or,64,66,13,or,1,1,4.480000019073486,4.829999923706055,1,mfa_primary_unique_word_overlap_auto_qc_pass
1606,-MeTTeMJBNc$_$7,14,sometime,67,75,14,sometime,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1607,-MeTTeMJBNc$_$7,15,in,76,78,15,in,1,1,5.360000133514404,5.460000038146973,1,mfa_primary_unique_word_overlap_auto_qc_pass
1608,-MeTTeMJBNc$_$7,16,their,79,84,16,their,1,1,5.460000038146973,5.639999866485596,1,mfa_primary_unique_word_overlap_auto_qc_pass
1609,-MeTTeMJBNc$_$7,17,life,85,89,17,life,1,1,5.639999866485596,6.130000114440918,1,mfa_primary_unique_word_overlap_auto_qc_pass
1610,-MeTTeMJBNc$_$7,18,or,91,93,19,or,1,1,6.130000114440918,6.230000019073486,1,mfa_primary_unique_word_overlap_auto_qc_pass
1611,-MeTTeMJBNc$_$7,19,maybe,94,99,20,maybe,1,1,6.230000019073486,6.570000171661377,1,mfa_primary_unique_word_overlap_auto_qc_pass
1612,-MeTTeMJBNc$_$7,20,even,100,104,21,even,1,1,6.570000171661377,6.730000019073486,1,mfa_primary_unique_word_overlap_auto_qc_pass
1613,-MeTTeMJBNc$_$7,21,a,105,106,22,a,1,1,6.730000019073486,6.789999961853027,1,mfa_primary_unique_word_overlap_auto_qc_pass
1614,-MeTTeMJBNc$_$7,22,current,107,114,23,current,1,1,6.789999961853027,7.329999923706055,1,mfa_primary_unique_word_overlap_auto_qc_pass
1615,-MeTTeMJBNc$_$7,23,picture,115,122,24,picture,1,1,7.329999923706055,7.889999866485596,1,mfa_primary_unique_word_overlap_auto_qc_pass
1616,-MeTTeMJBNc$_$7,24,and,123,126,25,and,1,1,8.170000076293945,8.279999732971191,1,mfa_primary_unique_word_overlap_auto_qc_pass
1617,-MeTTeMJBNc$_$7,25,have,127,131,26,have,1,1,8.279999732971191,8.4399995803833,1,mfa_primary_unique_word_overlap_auto_qc_pass
1618,-MeTTeMJBNc$_$7,26,it,132,134,27,it,1,1,8.4399995803833,8.539999961853027,1,mfa_primary_unique_word_overlap_auto_qc_pass
1619,-MeTTeMJBNc$_$7,27,put,135,138,28,put,1,1,8.539999961853027,8.760000228881836,1,mfa_primary_unique_word_overlap_auto_qc_pass
1620,-MeTTeMJBNc$_$7,28,in,139,141,29,in,1,1,8.760000228881836,8.819999694824219,1,mfa_primary_unique_word_overlap_auto_qc_pass
1621,-MeTTeMJBNc$_$7,29,a,142,143,30,a,1,1,8.819999694824219,8.869999885559082,1,mfa_primary_unique_word_overlap_auto_qc_pass
1622,-MeTTeMJBNc$_$7,30,beautiful,144,153,31,beautiful,1,1,8.869999885559082,9.300000190734863,1,mfa_primary_unique_word_overlap_auto_qc_pass
1623,-MeTTeMJBNc$_$7,31,frame,154,159,32,frame,1,1,9.300000190734863,9.850000381469727,1,mfa_primary_unique_word_overlap_auto_qc_pass
1624,-RfYyzHpjk4$_$11,1,So,0,2,1,so,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
1625,-RfYyzHpjk4$_$11,2,get,3,6,2,get,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
1626,-RfYyzHpjk4$_$11,3,your,7,11,3,your,1,1,1.5199999809265137,1.590000033378601,1,mfa_primary_exact_transcript_auto_qc_pass
1627,-RfYyzHpjk4$_$11,4,friends,12,19,4,friends,1,1,1.590000033378601,1.8799999952316284,1,mfa_primary_exact_transcript_auto_qc_pass
1628,-RfYyzHpjk4$_$11,5,lined,20,25,5,lined,1,1,1.8799999952316284,2.1700000762939453,1,mfa_primary_exact_transcript_auto_qc_pass
1629,-RfYyzHpjk4$_$11,6,up,26,28,6,up,1,1,2.1700000762939453,2.390000104904175,1,mfa_primary_exact_transcript_auto_qc_pass
